question,answer
What is the QBI deduction (Section 199A) for self-employed?,"The Qualified Business Income (QBI) deduction allows eligible self-employed individuals and pass-through business owners to deduct up to 20% of qualified business income, subject to income limitations. For 2024, the full deduction is available up to $191,950 (single) or $383,900 (married); above these thresholds, limitations apply based on W-2 wages paid and business type. Specified service businesses (law, consulting, health) face complete phase-out above the upper income threshold."
What is depreciation recapture tax?,"When selling a rental property, the IRS recaptures previously claimed depreciation deductions at a 25% tax rate (Section 1250 unrecaptured depreciation). If you owned a property for 10 years and claimed $100,000 in depreciation, the recapture tax would be $25,000 upon sale. This recapture applies even if you never actually claimed the depreciation, making it important to claim all allowable depreciation each year."
What are the 1031 exchange rules and timeline?,"A 1031 exchange requires the replacement property to be of like-kind (any real investment property for any other), with specific timing: 45 days to identify potential replacement properties and 180 days total to close. A qualified intermediary must hold the proceeds between sale and purchase; the seller cannot receive the cash. Boot (non-like-kind property or cash received) is taxable, and the exchange must be properly structured before closing the relinquished property."
What are opportunity zone investments?,"Opportunity Zone investments allow investors to defer capital gains by investing in designated economically distressed communities through Qualified Opportunity Funds (QOFs). Gains held for at least 10 years in QOFs are permanently excluded from capital gains taxes. The program was created by the Tax Cuts and Jobs Act of 2017 to channel investment into low-income communities while providing powerful tax incentives."
What are the most effective charitable giving strategies?,"Bunching charitable donations into a single year to exceed the standard deduction threshold is effective, often using a Donor-Advised Fund (DAF) to make the deductible contribution in the bunched year while distributing grants over multiple years. Donating appreciated securities avoids capital gains taxes and generates a deduction at full market value. Qualified Charitable Distributions from IRAs (for those 70½+) reduce taxable income while satisfying RMD requirements."
What are Qualified Charitable Distributions (QCDs)?,"QCDs allow IRA owners age 70½ and older to donate up to $105,000 annually (2024) directly from their IRA to qualified charities without the distribution counting as taxable income. For those who don't itemize, QCDs provide a tax benefit for charitable giving beyond what a deduction could achieve. QCDs also count toward satisfying required minimum distributions, making them especially valuable for retirees who don't need RMD income and are charitably inclined."
Why is gifting appreciated stock better than cash for charity?,"Donating appreciated stock held over one year directly to charity avoids capital gains tax that would be owed on a sale while generating a deduction at full market value. For example, stock with a $1,000 basis worth $10,000 donated to charity saves $1,800 in federal capital gains taxes (20% + 3.8% NIIT) plus generates a $10,000 charitable deduction. Selling the stock first and donating cash wastes the capital gains avoidance benefit."
What is the step-up in basis at death?,"When a taxpayer dies, heirs receive assets at their fair market value on the date of death rather than the decedent's original cost basis, eliminating capital gains that accumulated during the decedent's lifetime. This makes holding appreciated assets until death one of the most powerful tax strategies available for taxable accounts. Appreciated assets in IRAs and 401(k)s do not receive a step-up (they are still ordinary income when distributed), so the step-up only benefits taxable account assets."
What is the estate tax exemption for 2024?,"The federal estate tax exemption for 2024 is $13.61 million per individual ($27.22 million per married couple), meaning estates below this threshold pay no federal estate tax. Amounts above the exemption are taxed at 40%. The current elevated exemption is scheduled to sunset in 2026 back to approximately $7 million (inflation-adjusted), making estate planning strategies urgent for those with estates approaching the threshold."
What is the gift tax annual exclusion?,"The annual gift tax exclusion allows giving up to $18,000 per recipient per year (2024) without using your lifetime gift/estate tax exemption or filing a gift tax return. Married couples can gift-split to double this to $36,000 per recipient annually. Gifts above this amount use the lifetime exemption (the same $13.61 million as the estate exemption) and require filing Form 709 to track usage."
What is a GRAT (Grantor Retained Annuity Trust)?,"A GRAT is an estate planning tool where assets are transferred to a trust that pays an annuity back to the grantor for a term; any appreciation above the IRS hurdle rate (Section 7520 rate) passes to beneficiaries estate and gift tax-free. Zeroed-out GRATs are structured so the annuity payments theoretically return all assets to the grantor if assets don't grow, meaning there is no taxable gift; any excess growth transfers tax-free. GRATs are especially effective for highly appreciating assets like pre-IPO stock."
What are irrevocable trusts for estate planning?,"Irrevocable trusts permanently transfer assets out of the grantor's estate, removing them from estate tax calculations. Common types include Irrevocable Life Insurance Trusts (ILIT, which holds life insurance outside the estate), Spousal Lifetime Access Trusts (SLAT, benefiting spouse while removing assets from estate), and Intentionally Defective Grantor Trusts (IDGT, which allows income tax reporting by grantor while the trust grows estate-tax free). Irrevocable trusts sacrifice control for estate tax benefits."
What are the tax benefits of 529 college savings plans?,"529 plans allow after-tax contributions to grow tax-deferred with federal tax-free withdrawals for qualified educational expenses. Many states offer deductions or credits for in-state plan contributions, providing an immediate state tax benefit. The SECURE 2.0 Act allows rolling up to $35,000 of unused 529 funds into a Roth IRA (with limitations) if the account has been held 15 years, reducing the risk of accumulating too much."
What is the HSA triple tax advantage?,"Health Savings Accounts (HSAs) offer contributions that are tax-deductible, growth that is tax-deferred, and withdrawals for qualified medical expenses that are tax-free—the only account in the tax code with all three benefits simultaneously. After age 65, HSA funds can be withdrawn for any purpose (taxed as ordinary income) making it function like a traditional IRA as well. For 2024, contribution limits are $4,150 for individuals and $8,300 for families."
What are the FSA use-it-or-lose-it rules?,"Flexible Spending Accounts (FSAs) allow pre-tax contributions for healthcare expenses but generally must be used by year-end or they are forfeited, unlike HSAs which roll over indefinitely. Some employers offer a 2.5-month grace period extension or allow rolling over up to $640 (2024 limit) to the following year. The use-it-or-lose-it rule requires careful planning to contribute only what you expect to spend on eligible medical expenses."
How are ESPP (Employee Stock Purchase Plans) taxed?,"ESPPs allow employees to buy company stock at a discount (typically 15%), with tax treatment depending on whether it is a qualified ESPP and holding periods. Qualified ESPPs held for 2 years after grant and 1 year after purchase receive favorable long-term capital gains treatment on most of the discount and appreciation. Disqualifying dispositions (selling too soon) trigger ordinary income on the discount with remaining gains treated as capital gains."
What is the tax difference between RSUs and stock options?,"RSU (Restricted Stock Unit) income is taxed as ordinary income at vesting based on the fair market value, with no control over timing. ISO (Incentive Stock Option) gains can be deferred until sale with potential for long-term capital gains treatment (though AMT may apply). NSO (Non-Qualified Stock Option) gains are taxed as ordinary income at exercise, with subsequent appreciation as capital gains; planning the exercise timing is important for managing tax brackets."
What is Alternative Minimum Tax (AMT) and what triggers it?,"AMT is a parallel tax system requiring certain taxpayers to calculate taxes under AMT rules and pay the higher of regular tax or AMT. Common AMT triggers include exercising Incentive Stock Options (ISO), large miscellaneous deductions, high state income and property taxes, and certain tax preferences. The AMT exemption is $85,700 for single filers and $133,300 for married (2024), phasing out at higher incomes."
What is the Net Investment Income Tax (NIIT)?,"The 3.8% NIIT applies to the lesser of net investment income or the amount by which MAGI exceeds $200,000 (single) or $250,000 (married filing jointly). Net investment income includes capital gains, dividends, interest, rental income, and passive business income. Strategies to reduce NIIT include maximizing retirement account contributions to reduce MAGI, harvesting losses, and using Roth conversions to shift future income to tax-free status."
What are strategies to reduce self-employment tax?,"Self-employment taxes (15.3% on net earnings up to the Social Security wage base, 2.9% above) can be reduced by establishing an S-Corporation and taking a reasonable salary plus distributions, as distributions are not subject to SE tax. Maximizing deductible business expenses reduces net SE income, and the deduction for half of SE taxes reduces ordinary income taxes as well. Solo 401k and SEP IRA contributions also reduce net SE income."
How should investors handle quarterly estimated tax payments?,"Self-employed individuals and those with significant non-withheld income must pay quarterly estimated taxes to avoid underpayment penalties. Payments are due in April, June, September, and January, covering roughly 25% of expected annual tax liability each quarter. The safe harbor rules (paying 100% of prior year taxes or 110% if prior year AGI exceeded $150,000) protect against penalties even if the current year liability is higher."
What is the difference between a tax extension and a payment extension?,"Filing a tax extension (Form 4868) extends the deadline to file your return by six months (to October 15) but does not extend the deadline to pay any taxes owed—payment is still due April 15. Taxes owed beyond April 15 accrue interest and penalties even with a valid extension. Extensions are useful when complete information isn't available but should not be confused with permission to delay payment."
What are common IRS audit triggers?,"Common audit triggers include unusually high deductions relative to income, self-employment with large home office or vehicle deductions, cash-intensive businesses, large charitable contributions, cryptocurrency transactions, and foreign account reporting (FBAR/FATCA). The IRS matches information returns (1099s, W-2s) to filed returns, so mismatches trigger automated notices before human review. Working with a CPA for complex returns reduces risk while ensuring legitimate deductions are captured."
What are the advantages of tax software versus hiring a CPA?,"Tax software (TurboTax, H&R Block, FreeTaxUSA) is cost-effective for straightforward returns with W-2 income, simple investments, and standard deductions, typically costing $0-200. CPAs are valuable for complex situations including self-employment, multiple business entities, significant investments, estate planning integration, life events (sale of business, inheritance), and when tax planning opportunities exceed the advisor's cost. The complexity threshold is lower than many people assume; a CPA reviewing a self-employed person's taxes can often save more than they cost."
What is the foreign tax credit?,"The foreign tax credit (Form 1116) allows U.S. taxpayers to credit taxes paid to foreign governments against U.S. tax liability on the same income, preventing double taxation. International mutual fund investors often receive a small foreign tax credit on Form 1099-DIV from dividends taxed by foreign governments. The credit is generally more valuable than a foreign tax deduction and should be elected when available."
What is FATCA and what reporting does it require?,"FATCA (Foreign Account Tax Compliance Act) requires U.S. persons to report foreign financial accounts and assets above threshold amounts. Form 8938 must be filed with tax returns when foreign assets exceed $50,000 for single filers (higher thresholds for married and overseas filers). Separate FBAR (FinCEN Form 114) reporting is required for foreign bank accounts exceeding $10,000 in aggregate at any point during the year; penalties for non-compliance can be severe."
