question,answer
What is a SIMPLE IRA?,"The SIMPLE (Savings Incentive Match Plan for Employees) IRA allows employers with 100 or fewer employees to offer a retirement plan with lower administrative costs. Employees can contribute up to $16,000 in 2024 (plus $3,500 catch-up for 50+), and employers must either match 100% of contributions up to 3% of salary or contribute 2% for all eligible employees. SIMPLE IRAs have shorter vesting schedules than 401(k)s but offer less flexibility."
What are 403(b) plans and who uses them?,"403(b) plans are tax-advantaged retirement plans available to employees of public schools, non-profit organizations, and some hospitals, functioning similarly to 401(k)s with the same contribution limits. Employees with 15+ years of service at certain employers may qualify for an additional lifetime catch-up contribution. Some 403(b) plans have limited investment options (annuity contracts) with high fees, making it important to compare available options."
What are 457 plans for government employees?,"457(b) plans are deferred compensation plans available to state and local government employees and some non-profit workers. Unlike 401(k) and 403(b) plans, 457 plans have no 10% early withdrawal penalty, making withdrawals accessible at any age upon separation from employment. Government employees who have both a 403(b) and 457(b) can contribute the maximum to both plans simultaneously, doubling their tax-advantaged savings."
How does a pension (defined benefit) plan differ from a 401(k)?,"A pension guarantees a specific monthly benefit in retirement based on years of service and salary history, with the employer bearing all investment risk. A 401(k) (defined contribution) accumulates based on contributions and investment returns, with the employee bearing all investment risk. Pensions have largely disappeared from the private sector due to their cost and liability, but remain common in government and some unionized industries."
What are the basics of annuities for retirement?,"An annuity is a contract with an insurance company that provides guaranteed income payments in exchange for a lump sum or series of payments. Annuities come in many forms (fixed, variable, indexed) and can be immediate or deferred. They address longevity risk (the risk of outliving your money) but typically have higher fees, surrender charges, and complexity compared to other investment vehicles."
What is the difference between immediate and deferred annuities?,"An immediate annuity begins payments within a year of purchase, converting a lump sum into guaranteed lifetime income immediately. A deferred annuity accumulates value on a tax-deferred basis until a future date when it can be annuitized or withdrawn. Deferred annuities are often used as accumulation vehicles with optional income riders that can be activated in retirement."
What is the difference between variable and fixed annuities?,"Fixed annuities guarantee a specified interest rate for a set period, providing predictable growth and principal protection. Variable annuities allow the cash value to be invested in sub-accounts (similar to mutual funds), with returns depending on market performance. Variable annuities offer more growth potential but carry investment risk; their higher fees (1.5-4% annually) must be justified by specific tax or insurance benefits."
What are indexed annuities?,"Fixed indexed annuities credit interest based on the performance of a stock market index (like the S&P 500) but with downside protection, typically guaranteeing no loss of principal. Returns are capped or limited by participation rates, so you don't receive the full index return. They are more complex than fixed annuities and typically appropriate for conservative investors who want market exposure with principal protection."
How are Social Security benefits calculated?,"Social Security benefits are calculated from your 35 highest-earning years (adjusted for inflation), averaged into the AIME (Average Indexed Monthly Earnings), then converted to the PIA (Primary Insurance Amount) using a progressive formula that replaces a higher percentage of lower earners' income. Working fewer than 35 years results in zeros in the calculation, reducing benefits. Delaying claiming beyond full retirement age increases benefits by 8% per year up to age 70."
What is the optimal Social Security claiming age?,"Full retirement age (FRA) for those born after 1960 is 67, and benefits claimed at 62 are permanently reduced by up to 30%. Delaying beyond FRA increases benefits by 8% per year to a maximum at age 70 (32% more than FRA benefits). The breakeven point for delaying is approximately age 80-82, making delay advantageous for those in good health who expect to live past 80."
How do spousal Social Security benefits work?,"A spouse can claim up to 50% of the higher-earning spouse's full retirement age benefit, even if the spouse has little or no work history. Spousal benefits cannot be collected until the primary earner has filed. If both spouses worked, each typically collects their own earned benefit, but the lower earner can receive the spousal benefit (50% of higher earner's PIA) if it exceeds their own earned benefit."
What are the basics of Medicare?,"Medicare is federal health insurance for Americans 65 and older (and some with disabilities). Part A covers hospital stays (mostly premium-free if you've paid Medicare taxes 10+ years), Part B covers outpatient care and has a monthly premium ($174.70 in 2024), Part D covers prescription drugs through private plans, and Part C (Medicare Advantage) is an alternative private plan covering A, B, and often D. Enrollment deadlines are critical to avoid permanent premium penalties."
What are Medicare Supplement (Medigap) plans?,"Medigap plans are supplemental insurance policies that cover the gaps in Original Medicare (deductibles, copays, coinsurance), sold by private insurance companies. Plans are standardized by letter (Plan G is most comprehensive), so benefits are identical across insurers and competition is on price. Premiums vary significantly, and the best time to enroll is during the open enrollment period at age 65 when insurers cannot deny coverage or charge more for pre-existing conditions."
What are the pros and cons of Medicare Advantage?,"Medicare Advantage (Part C) plans often have lower premiums than Medigap but require using in-network providers and charge copays for services. Many Advantage plans include dental, vision, and drug coverage not in Original Medicare. The tradeoff is network restrictions and potential for high out-of-pocket costs for serious illness, while Medigap (Original Medicare) provides nationwide coverage with predictable costs regardless of health utilization."
What are Required Minimum Distributions (RMDs)?,"RMDs are mandatory annual withdrawals from traditional IRAs, 401(k)s, and most other pre-tax retirement accounts starting at age 73 under current law (SECURE 2.0 raised it from 72). The annual RMD is calculated by dividing the prior year-end account balance by a life expectancy factor from IRS tables. Failing to take the full RMD results in a 25% excise tax on the amount not withdrawn (reduced from 50% by SECURE 2.0)."
How is the RMD calculated each year?,"The RMD is calculated by dividing the December 31 balance of each pre-tax retirement account by the applicable life expectancy factor from IRS Publication 590-B Uniform Lifetime Table. For a 73-year-old with a $1,000,000 IRA, the factor is approximately 26.5, resulting in a $37,736 RMD. The calculation is done separately for each account, though traditional IRA RMDs can be aggregated and taken from any one IRA."
What are inherited IRA rules after the SECURE Act?,"The SECURE Act (2020) and SECURE 2.0 Act (2022) significantly changed inherited IRA rules for most non-spouse beneficiaries. Most adult children and other beneficiaries must now empty inherited IRAs within 10 years of the original owner's death, eliminating the stretch IRA strategy. Spouses, minor children, disabled individuals, and those within 10 years of the decedent's age are eligible designated beneficiaries with different (more favorable) rules."
What are catch-up contributions and when do they apply?,"Catch-up contributions allow individuals age 50 and older to contribute beyond standard limits to encourage retirement savings in the years before retirement. For 2024, the catch-up is $7,500 for 401(k)/403(b)/457 plans (total $30,500) and $1,000 for IRAs (total $8,000). SECURE 2.0 also created enhanced catch-up provisions for ages 60-63 starting in 2025, allowing $10,000 or 150% of the regular catch-up in workplace plans."
What is the Roth conversion ladder strategy?,"The Roth conversion ladder involves systematically converting pre-tax retirement funds to Roth during years of lower income, such as early retirement years before Social Security and RMDs begin. Each conversion is a taxable event but once converted, funds grow and are withdrawn tax-free. A five-year ladder staggers conversions to have tax-free Roth funds available at each future year, managing the tax bill while converting the full account over time."
Why is healthcare cost planning critical for retirement?,"Healthcare is often the largest retirement expense and the most unpredictable; Fidelity estimates an average retired couple needs $300,000 in today's dollars for healthcare costs in retirement. Unlike most expenses, healthcare costs rise faster than general inflation (medical inflation consistently runs 5-7% annually). Planning for healthcare means building extra cushion, considering long-term care insurance, and maximizing HSA contributions before retirement."
What should you know about long-term care insurance?,"Long-term care insurance covers costs of assisted living, nursing homes, and home care services that Medicare does not cover. About 70% of people over 65 will need some form of long-term care, with average costs exceeding $90,000 annually for nursing home care. Premiums are most affordable when purchased in your 50s before health issues emerge, but traditional LTCI policies have faced significant premium increases historically."
What is the 4% safe withdrawal rate rule?,"The 4% rule, developed from the Trinity Study, suggests withdrawing 4% of your portfolio in year one of retirement then adjusting for inflation each subsequent year has historically allowed portfolios to last 30 years. The rule was derived from historical stock and bond return data; in practice, a flexible spending approach (spending less when markets decline) may provide better outcomes. Many current planners recommend 3.0-3.5% given lower expected future returns and longer retirements."
What is sequence of returns risk?,"Sequence of returns risk is the danger that poor early retirement returns permanently impair portfolio longevity even if average long-term returns are adequate. A 40% market decline in the first years of retirement forces selling more shares at low prices to fund withdrawals, leaving fewer shares to participate in the recovery. Mitigation strategies include holding 1-3 years of cash, reducing early withdrawals during bear markets, and maintaining a conservative allocation in the years just before and after retirement."
What is the bucket strategy for retirement income?,"The bucket strategy divides retirement assets into time-segmented buckets: near-term cash/bonds for 1-3 years of expenses, medium-term intermediate bonds for years 4-7, and long-term equities for year 8+. As near-term buckets are depleted, they are refilled from medium and long-term buckets during favorable markets. This approach provides psychological comfort by matching assets to specific time horizons and reducing the urge to panic-sell equities during downturns."
How is Social Security income taxed?,"Social Security benefits become taxable when combined income (AGI plus tax-exempt interest plus half of Social Security) exceeds $25,000 for single filers or $32,000 for married filing jointly. Up to 50% of benefits are taxable above these thresholds and up to 85% are taxable for income above $34,000 single/$44,000 married. Strategic Roth conversions to reduce future traditional account balances can lower Social Security taxation in retirement."
What is retirement income tax planning?,"Retirement tax planning involves managing withdrawals across different account types (taxable, traditional, Roth) to minimize lifetime taxes. In early retirement before Social Security and RMDs begin, Roth conversions can utilize lower brackets. The goal is to fill each bracket efficiently while considering the impact on Medicare IRMAA surcharges, Social Security taxation, and state taxes."
What are IRMAA Medicare surcharges?,"IRMAA (Income-Related Monthly Adjustment Amount) adds surcharges to Medicare Part B and D premiums for higher-income retirees, based on income from two years prior. In 2024, surcharges begin at income over $103,000 single/$206,000 married and can add thousands annually to Medicare costs. Strategic income management (Roth conversions before IRMAA thresholds, managing capital gains realizations) can minimize these surcharges."
What is the FIRE movement?,"FIRE (Financial Independence Retire Early) is a movement focused on saving an extremely high percentage of income (50-75%) and investing aggressively to reach financial independence far earlier than traditional retirement age. The target is accumulating 25 times annual expenses (based on the 4% rule), which provides enough assets to retire without employment income. FIRE adherents prioritize spending reduction and investment returns over career advancement."
What are Coast FIRE, Lean FIRE, and Fat FIRE?,"Coast FIRE means having enough invested that returns alone will grow the portfolio to a retirement-ready amount by traditional retirement age, so contributions can stop and you just need to cover current expenses. Lean FIRE targets minimal retirement expenses (under $40,000/year), typically in low-cost areas with frugal lifestyles. Fat FIRE targets abundant retirement spending (often $100,000+/year), requiring significantly larger portfolios and maintained income through the accumulation phase."
